x_[t=0.25],x_[t=0.5],x_[t=1],x_[t=2],x_[t=3.5],x_[t=5],x_[t=7],x_[t=9],x_[t=12],K_a,K_e,Cl,sigma
0.4106211862063023,0.8960776004490137,1.850801273043204,2.7288319732545974,2.0912486223584628,3.016269649626118,3.605621975594152,4.3722772061649815,3.3426892942177804,1.403102226422157,0.06185523269675995,0.08358851326072024,0.5256650568725864
0.5519294387311451,1.007236252457842,1.2699369354869678,1.7325469004856204,1.3693146456640453,1.4029898934096448,1.1888149898423017,0.21166143745652377,-0.7463900925571141,1.9663605954820422,0.030815152608934315,0.0966930195588554,0.4246113352985741
0.3382193127585866,0.46074039424512614,0.9357078492436119,1.1275341131825598,0.7848744530614972,0.6017039503857142,0.3135220283344914,0.042641132171934916,-0.3117126874056873,1.5567422582330266,0.02131304308321922,0.08437880731205047,0.26153568961715085
0.42091912925905195,0.4946442163270915,1.0293348778554776,0.7620938755507733,0.9547591571881455,0.9435659070222292,1.1779735404367515,1.1997760502676207,1.028796436163457,1.4412562801187878,0.04713041003955481,0.17276185859792706,0.23826787941433783
1.138269936907355,1.7308556173455756,2.2826718350718775,2.91213019231867,2.7508058981366172,2.357045144614742,1.2379743107267198,0.9733700601761464,0.6753919464245473,1.329735370167682,0.049492389350692084,0.057598226722015124,0.43498805430909826
0.2595632919724009,0.4264681197564618,0.5451767806421542,0.5955233133265851,0.5880318826061365,0.36960504704559816,0.8014297817218211,1.0930901980908028,1.285517262662942,1.4000523213146816,0.03416496515254242,0.3530553591839894,0.21847474310566375
0.115791393376585,0.46666820932932157,0.5013734539425097,0.7729110563304742,1.1178071908403564,0.9122364801551062,0.6314344641598515,1.4897535048974844,1.4683109484790966,0.5940208063681266,0.04252880151533198,0.1584142679984223,0.3581497286373585
3.39617871856786,6.058161457819175,8.853453045910724,10.750899162089427,10.57094053495496,9.623813274861808,8.169732848364715,6.8027850637678835,5.12259264591122,1.2544741879463528,0.09180370723042666,0.028791689419271474,0.3459121856997668
8.563587736219102,14.107369695241244,19.504724402456283,21.611031842583248,19.51276846482164,16.455401282938066,12.823341877894173,10.525343357546248,8.144871050799141,1.6236221443448022,0.10188715501937223,0.015960150424025085,0.39682702014759297
3.5544226703220794,6.258791260823426,8.402892317764941,9.011830525675617,5.4601250469186935,3.4307857707800284,1.9249284799077935,1.4046452214012168,0.2946959731869847,1.3278538503690365,0.27494370955157377,0.08105949345072526,0.45512825977118493
1.8869457345350888,3.4320485161391456,4.1440361314081775,4.25631017974797,3.4267515664550086,2.9691741060691443,2.2245765239876993,2.7660332522238713,3.067743837197867,2.0609112248981405,0.06201449788577542,0.049856218241774955,0.3878642710808679
1.5501994122656542,1.9231693401997998,2.6528209001446976,2.700035267250545,1.528304691801845,1.04135633876581,1.5009980863742614,0.8382693385026283,-1.079218639119172,2.447884290299231,0.06018436076790055,0.09662672870239712,0.5941950303528246
1.499845328613681,2.610201216219215,3.6824381017526138,4.513735856680052,4.079147543620484,3.5869856857612477,2.9977654651576575,2.875369621740673,2.3898760763244753,1.3648970206632578,0.09621136778535239,0.06729580544926181,0.2229235752596613
4.877327408647031,8.656346486148896,13.572473449060961,17.531741458106623,17.44397083410498,14.579732830618473,11.603407525613834,9.174862298824245,6.706090392950474,0.841308527270071,0.12759395347786495,0.019887665110232128,0.2223771065875898
2.898433690108211,5.04792015439791,7.912574950340374,10.510494244297174,10.80209087560952,9.966617337108854,8.708715115418023,7.1407575666206515,6.007179566235985,0.9414439583083443,0.06428233820602777,0.01911207724752811,0.14480848932821708
0.4037494371567408,0.7454506206016113,0.6288399106389242,0.8497290429643621,1.1939205499167618,0.6939255034489864,0.5498383513313744,-0.21253587827383236,-1.230221203320912,1.3619991181133766,0.03866921867251919,0.16987650553265174,0.36806491533694696
5.150995932327519,8.299859849750241,11.932437061461624,13.849945038221325,12.018192900330353,9.62533162089737,8.03235409732481,5.972947382164183,4.420173693194137,1.3177688241770298,0.15554012805088452,0.03600413450201204,0.3708637625313756
2.141752614343706,3.67489808766238,5.660707686287235,7.0692885885891075,7.810773305172596,7.667236243177384,7.40339672815764,6.770507112955989,5.83529461566433,0.9967323085476553,0.06166007620144872,0.02673759505667676,0.5525818074001511
3.034063500202141,5.660254090620998,9.261952094337765,12.929472456518397,13.613125374246719,13.091953174745367,11.914488600695776,9.836309525597782,7.177175233099166,0.7284359323322274,0.09519701659405803,0.020473431307069394,0.45179030132045594
4.935412755777838,8.010794951750535,11.525795779823097,11.946150707373814,9.466545561335243,6.9414549172178575,4.20999172102961,1.7134276142698284,0.9294086205654728,1.4184444346862766,0.19755996531096187,0.04795966243433145,0.37981439068928224
1.1521968120334762,1.637559564543232,1.7907915132100325,1.5291485847980204,1.469545739326204,1.552307254686129,1.515286563391907,0.9701524872127303,0.9699598842187106,1.982003584767937,0.11051107831560242,0.2015085295524168,0.28298662465123176
1.6586433132773324,2.6849271388910148,3.6215273409833113,4.852821772177458,4.913714580194982,4.853349977193868,4.378251166107375,4.103196504050276,3.7657991068271177,1.249698713073593,0.04415212640448956,0.031514745358603255,0.27589887927844203
0.2263110301959801,0.40831973010573286,0.9745586817015439,1.5004470634730294,1.4168741890069363,0.346887337720681,0.919546099150844,1.1487880703712887,0.42495995358039335,0.9340780494045616,0.06729117154639007,0.18183669619389334,0.4562634951941522
0.18963657082512128,0.12523026128893186,0.3930911822470005,1.0530466261311227,1.4669765064781908,1.1935903096692428,1.0249488773007311,0.8480162624093599,0.13533898340702188,0.480455490312315,0.04763219796645672,0.08430762148921316,0.39728637547945633
3.05223844801184,4.8089992663952765,6.231096905798393,6.4104996599367166,6.197005106787226,5.840100649855789,5.394117517227757,4.60001815187645,5.077259001720418,2.2119541744582074,0.04302829704747939,0.026384031382513717,0.2825001334393952
4.141375741893162,7.308611663828918,11.258403619036109,14.173021825122808,13.489639422956175,12.18612892048986,9.51055249249104,8.032598052220479,6.30969435878798,1.0040055019040217,0.1124069923680953,0.0243192102204249,0.30291034855738963
0.16006044821144094,0.2531834486048424,0.27413535634266034,0.8685771942917214,1.326677160835122,0.9715267158966434,1.14837613041247,1.7930020212114262,1.751040487094297,0.7383932291331592,0.032593982382248726,0.1356758313750321,0.3433983056019489
0.3158223933825768,0.5179976247706188,0.4445486261222803,0.6329662501463184,0.13675210414246852,0.42154318305289357,0.6797630470500232,0.7048143586848287,0.36823911571625445,1.0077240998282662,0.021060363349904132,0.14788695458210607,0.4754281070332908
5.6471830848815445,9.745815675396639,14.974730358221148,18.995933035614133,17.7971882664087,15.251378497425229,11.768462073887177,9.15857695522376,6.496998318701486,1.011875888986671,0.12859559565355977,0.02031372309910486,0.34913584680773213
1.2831595705409906,2.2632271209382786,3.6808611282614168,4.939975623839253,5.697878147763053,5.070342530722153,4.585442010918039,3.992468729459773,3.2135619790121424,0.8619456384443325,0.04751322476112468,0.026783079878595246,0.29943922394862427
2.2904798123047097,3.6315247160556927,4.763172240667219,4.742659858935638,4.312632473514967,4.336048816001237,3.6752944684174285,2.540827003001753,2.0785157255774944,1.91463896416399,0.10288328658598626,0.07250578686944109,0.24711886769423605
3.5434749893079758,5.390890079732937,7.433335408269561,8.30044217906034,5.950273590255165,3.9375177280016227,3.2161812700021835,3.1716694544084287,1.4254008182428908,1.4995161691910488,0.20012473675789322,0.067242140645311,0.4012497591047793
-0.027492340627252917,-0.033033588178782144,0.5384294421350375,0.3656024838313218,1.2109068297927432,1.1991060579236887,1.3794622083658743,0.23507687828452817,0.5578967636599415,0.8154158298229321,0.02227696130536937,0.03668358403324797,0.5879246377094752
4.383112394546935,7.438264405277436,10.889614762040535,12.613121178968626,12.382133113705814,10.597246435540693,8.328063179462452,7.998315690850833,6.82953382670255,1.3663177202372707,0.0810919537845798,0.022095503413831086,0.3995604418560571
0.9292851065042242,1.6942917984508028,2.8029678283299404,4.445236431021151,4.186937839799671,3.642782404819685,3.043888386493659,3.6131418181384305,2.657686706432339,0.9523911784021883,0.07208377130978855,0.05810211377877282,0.39596816116984584
1.0587244063338335,1.7350468553011658,2.8342575362690976,5.489764066854275,5.518594261376896,5.2915203127753045,4.724492068403869,4.341134591613853,2.2732655546559624,0.6867888312214753,0.10211546960549957,0.06031736980146989,0.5014725061547368
4.190935380522778,6.519484118402879,10.086530010353805,11.794864464290713,10.712194777236276,8.919095893112274,6.857578073370883,4.912526898207922,2.5766249177243488,1.354220560954129,0.122534679864986,0.03571227521625644,0.4097467803971255
4.682358709945209,7.342311343768286,9.928258876402774,11.42225224579337,10.823362882387851,10.046925236694397,9.5214713177927,8.40076888139137,7.253595789371794,1.7983206644734127,0.05373822542145582,0.017508557692731484,0.24527709325609162
5.273172154591167,9.48703760269473,14.749011395054367,17.587788567565365,16.75921036226793,14.021584259121543,10.747099988220105,7.698933537507098,4.4457778127918575,1.0272023884386978,0.151469348875915,0.024038692668900408,0.31149906598279703
